agent,convergence,rand_rpr,rand_ppg,rand_nwins,rand_winp,heur_rpr,heur_ppg,heur_nwins,heur_winp
qfa-0-3188,41.1332491702237,0.009081374664469666,44.14,69,0.69,0.008442414162785792,12.87,36,0.36
qfa-0-3189,30.081191823907794,0.008366117744566906,41.28,63,0.63,0.008562003071513974,12.14,32,0.32
qfa-0-3190,28.043598536824696,0.009689760544523177,41.11000000000001,70,0.7,0.0071744145176852025,11.830000000000002,30,0.3
qfa-0-3191,42.52613670072786,0.00886702888980104,45.24,71,0.71,0.008033879594336773,12.810000000000002,34,0.34
qfa-0-3192,35.20977659324493,0.008692345351994386,32.84,58,0.58,0.008408670427806792,9.66,29,0.29
qfa-0-3194,43.605433193165354,0.010865549725062932,42.08,71,0.71,0.00949183799278602,5.06,35,0.35
qfa-0-3195,30.88675643218459,0.010067891897601836,37.60000000000001,61,0.61,0.010267771183901282,20.800000000000004,34,0.34
qfa-0-3196,45.7912685313341,0.010172591269571252,43.61,63,0.63,0.008542968620360266,6.85,41,0.41
qfa-0-3197,46.41057340612992,0.011269905003861321,47.69,74,0.74,0.010639340135098884,5.750000000000001,35,0.35
qfa-0-3198,58.32244292383694,0.00880792462532972,41.38000000000001,65,0.65,0.008170403228396773,11.330000000000002,34,0.34
qfa-0-3199,43.519306560058155,0.009371288789545264,41.11,64,0.64,0.00891927797698933,12.14,31,0.31
qfa-0-3200,31.224443896300073,0.008862072039741918,41.900000000000006,62,0.62,0.008096228860350165,5.900000000000001,39,0.39
qfa-0-3201,43.40842873612664,0.010639127241137783,37.760000000000005,58,0.58,0.00992193770318604,11.260000000000002,28,0.28
qfa-0-3202,41.63248912618864,0.009897296971947377,47.53,65,0.65,0.009541746792266492,12.0,29,0.29
qfa-0-3203,17.81500769370841,0.010600401417628354,40.01,62,0.62,0.011113697369701128,20.169999999999998,37,0.37
qfa-0-3204,39.79612760975483,0.008154761920308354,41.910000000000004,54,0.54,0.00796792640402039,3.71,27,0.27
qfa-0-3205,35.49808298889979,0.010324289589474497,43.12,63,0.63,0.010377025931330438,16.820000000000004,35,0.35
qfa-0-3206,40.81620674345972,0.007832604970084502,31.9,54,0.54,0.008019023810140215,11.600000000000001,38,0.38
qfa-0-3207,48.14102656524991,0.009416845867432458,45.95,68,0.68,0.00898457954576876,10.809999999999999,39,0.39
qfa-0-3208,34.85526347056978,0.00980431899067385,40.78,70,0.7,0.009642001929924275,21.54,38,0.38
qfa-0-3209,14.541791672485221,0.011225926629236514,33.91,63,0.63,0.010297760129459401,15.309999999999999,36,0.36
qfa-0-3211,29.76363033093916,0.0099850295199678,47.120000000000005,65,0.65,0.008788867588941991,12.670000000000002,35,0.35
qfa-0-3212,30.234030979918582,0.01053642716663413,41.27000000000001,66,0.66,0.009505547022468922,13.95,41,0.41
qfa-0-3213,40.58412689386515,0.010225174869366496,41.720000000000006,65,0.65,0.008890986517552345,8.940000000000001,33,0.33
qfa-0-3214,44.72779916665535,0.009327933429010315,43.050000000000004,72,0.72,0.009081965285546516,19.200000000000003,44,0.44
qfa-0-3215,26.0805098914401,0.00959394633793694,37.52,63,0.63,0.009615088999879798,15.2,36,0.36
qfa-0-3216,32.90571500118648,0.008497603217201014,39.39999999999999,63,0.63,0.008720473544745791,8.029999999999998,34,0.34
qfa-0-3217,31.936117882089825,0.01028300133086856,47.88,72,0.72,0.009865448828626139,27.759999999999998,41,0.41
qfa-0-3218,32.50331038977452,0.010374544489294807,39.959999999999994,63,0.63,0.009083102036378032,16.9,36,0.36
qfa-0-3219,25.632710856231306,0.01027819964066272,39.57,64,0.64,0.010199324461490373,18.220000000000002,34,0.34
qfa-0-3220,18.19374925470232,0.00947228815856396,32.190000000000005,56,0.56,0.009964889497700382,9.91,35,0.35
qfa-0-3221,39.61157549708293,0.010692258332392674,45.129999999999995,64,0.64,0.009787745024625408,16.63,33,0.33
qfa-0-3222,32.01302860321683,0.010051159653171653,38.07000000000001,59,0.59,0.009513284113045773,14.01,34,0.34
qfa-0-3223,40.86735560417345,0.010514493769354183,44.16000000000001,67,0.67,0.010643486332304304,21.45,42,0.42
qfa-0-3224,38.0649671294547,0.009036423407515983,31.639999999999997,56,0.56,0.009450664522017945,22.689999999999998,38,0.38
qfa-0-3225,41.12821971979687,0.009474637354269358,44.07,64,0.64,0.008784454563552287,17.830000000000002,35,0.35
qfa-0-3226,30.33669845864799,0.00992561544406649,50.730000000000004,70,0.7,0.010127041871323223,28.660000000000004,53,0.53
qfa-0-3227,39.11442192658877,0.009350449162285501,49.129999999999995,67,0.67,0.008188051868704528,17.02,35,0.35
qfa-0-3228,37.20513696807462,0.00973924641399175,40.309999999999995,67,0.67,0.008883743185709985,17.7,33,0.33
qfa-0-3230,20.689379826173656,0.011521505338726685,46.24,65,0.65,0.010454269142753232,12.510000000000002,34,0.34
